 ;Timmätt förbr;Timmätt förbr;Timmätt förbr;Timmätt förbr;Ospec.;Ospec.;Ospec.;Ospec.;Avkopplingsb.;Avkopplingsb.;Avkopplingsb.;Avkopplingsb.;Ospec. ;Ospec. ;Ospec. ;Ospec. ;Vattenkraft ;Vattenkraft ;Vattenkraft ;Vattenkraft ;Vindkraft;Vindkraft;Vindkraft;Vindkraft;Kärnkraft;Värmekraft;Värmekraft;Värmekraft;Värmekraft;Gast./diesel;Gast./diesel;Gast./diesel;Gast./diesel;Schablonleverans;Schablonleverans;Schablonleverans;Schablonleverans;Schablonleverans;Schablonleverans;Schablonleverans;Schablonleverans;Solkraft;Solkraft;Solkraft;Solkraft
8.2.2017 14:00;-959;-1 399;-8 048;-2 127;-2.96;-0.48;-108.44;0.00;-2.23;-3.48;-47.86;-1.37;0.00;0.00;0.00;0.41;4205;6188;1430;96;124.8;178;1113;950;9123;33.9;155.0;1327;308;0.35;0.00;0.30;0.35;-361;-790;-5 241;-1 878;-33.0;-57.0;-394.8;-133.4;0.001;0.033;2.126;0.305
8.2.2017 15:00;-958;-1 389;-7 993;-2 078;-3.03;-0.47;-95.27;0.00;-4.86;-2.94;-41.54;-1.38;0.00;0.00;0.00;0.15;4171;6202;1415;114;106.1;178;1145;967;9123;34.1;155.2;1331;327;0.35;0.00;25.17;0.32;-381;-818;-5 387;-1 916;-34.8;-58.9;-405.8;-136.1;0.000;0.012;0.445;0.105
8.2.2017 16:00;-948;-1 350;-7 734;-1 943;-3.14;-0.68;-98.85;0.00;-7.28;-3.00;-43.37;0.00;0.00;0.00;0.00;0.13;4136;6315;1423;131;103.0;174;1184;956;9123;35.1;155.9;1339;329;0.36;0.01;4.94;0.35;-424;-894;-5 803;-2 027;-38.6;-64.3;-437.0;-144.0;0.000;0.002;0.039;0.018
8.2.2017 17:00;-949;-1 335;-7 536;-1 890;-3.17;-0.57;-100.15;0.00;-7.83;-3.48;-48.14;-0.51;0.00;0.00;0.00;0.28;4172;6416;1429;125;82.6;183;1198;979;9126;35.4;155.4;1315;327;0.36;0.00;15.65;0.37;-441;-955;-6 414;-2 237;-40.3;-68.4;-483.3;-159.1;0.000;0.006;0.012;0.012
8.2.2017 18:00;-911;-1 335;-7 289;-1 811;-3.13;-0.58;-98.66;0.00;-8.67;-2.89;-45.30;-1.49;0.00;0.00;0.00;0.22;4156;6380;1333;115;83.4;179;1189;962;9127;35.5;152.4;1340;331;0.35;0.02;0.30;0.34;-437;-950;-6 521;-2 266;-39.9;-68.0;-491.2;-161.3;0.000;0.001;0.012;0.012
8.2.2017 19:00;-909;-1 309;-7 036;-1 765;-3.09;-0.55;-98.60;0.00;-15.54;-2.38;-45.09;-1.77;0.00;0.00;0.00;0.38;4119;5898;1182;100;64.3;175;1157;887;9126;35.4;152.1;1342;339;0.36;0.03;0.28;0.43;-435;-933;-6 430;-2 220;-39.6;-66.5;-484.0;-157.9;0.000;0.003;0.011;0.014
8.2.2017 20:00;-904;-1 295;-6 862;-1 676;-3.16;-0.66;-98.45;0.00;-16.79;-2.70;-46.82;-1.46;0.00;0.00;0.00;0.43;3954;5780;1286;89;60.4;172;1094;813;9126;35.0;151.1;1299;334;0.36;0.01;0.28;0.44;-430;-926;-6 226;-2 144;-39.2;-66.3;-468.2;-152.4;0.000;0.001;0.010;0.010
8.2.2017 21:00;-907;-1 286;-6 570;-1 626;-3.15;-0.53;-101.68;0.00;-12.87;-3.16;-53.09;-1.38;0.00;0.00;0.00;0.35;3755;5336;1294;81;55.9;162;972;770;9124;34.4;150.4;1298;333;0.36;0.02;0.33;0.47;-421;-905;-5 913;-2 037;-38.4;-64.8;-444.2;-144.6;0.000;0.005;0.008;0.013
8.2.2017 22:00;-882;-1 257;-6 199;-1 561;-3.21;-0.64;-77.68;0.00;-13.26;-2.86;-52.49;-1.53;0.00;0.00;0.00;0.25;2923;4776;949;68;48.2;178;906;704;9124;38.6;149.1;1293;333;0.32;0.01;0.39;0.41;-406;-872;-5 516;-1 903;-37.2;-62.6;-413.8;-134.9;0.000;0.007;0.007;0.010
8.2.2017 23:00;-868;-1 254;-6 021;-1 485;-3.16;-0.52;-100.64;0.00;-12.45;-2.32;-48.75;-1.34;0.00;0.00;0.00;0.48;2419;4225;850;65;48.4;180;884;658;9125;35.5;148.1;1313;333;0.32;0.00;0.41;0.40;-390;-836;-5 115;-1 778;-35.7;-60.1;-383.2;-125.8;0.000;0.009;0.009;0.010
9.2.2017 0:00;-843;-1 211;-5 884;-1 436;-3.16;-0.59;-81.96;0.00;-9.80;-2.31;-48.90;-1.16;0.00;0.00;0.00;0.47;1869;4017;831;52;46.3;158;870;633;9125;35.7;144.8;1301;338;0.34;0.01;0.41;0.37;-383;-818;-4 879;-1 706;-35.1;-58.9;-365.2;-120.6;0.000;0.006;0.007;0.010
9.2.2017 1:00;-829;-1 202;-5 784;-1 412;-3.18;-0.55;-81.40;0.00;-17.38;-2.58;-54.97;-1.31;0.00;0.00;0.00;0.35;1877;3977;840;48;37.9;150;870;592;9126;36.4;146.2;1267;338;0.35;0.03;0.40;0.42;-380;-814;-4 789;-1 672;-34.7;-58.7;-358.1;-118.0;0.000;0.003;0.006;0.011
9.2.2017 2:00;-815;-1 198;-5 748;-1 399;-3.10;-0.66;-92.22;0.00;-8.62;-2.85;-55.73;-1.79;0.00;0.00;0.00;0.47;1855;4026;882;48;28.6;128;852;558;9125;36.5;146.4;1229;342;0.34;0.06;0.41;0.41;-382;-819;-4 772;-1 663;-34.9;-59.1;-356.7;-117.4;0.000;0.002;0.006;0.010
9.2.2017 3:00;-805;-1 189;-5 795;-1 405;-3.12;-0.57;-79.34;0.00;-8.85;-3.45;-54.64;-1.41;0.00;0.00;0.00;0.37;1840;4071;878;48;29.7;125;830;510;9128;36.5;148.2;1213;344;0.34;0.08;0.41;0.40;-386;-835;-4 794;-1 667;-35.2;-60.2;-358.3;-117.6;0.000;0.000;0.006;0.009
9.2.2017 4:00;-798;-1 187;-5 908;-1 436;-3.21;-0.63;-98.91;0.00;-8.77;-3.54;-51.00;-1.51;0.00;0.00;0.00;0.55;2163;4185;893;53;24.9;152;824;478;9129;36.5;150.1;1205;349;0.33;0.08;0.40;0.37;-396;-863;-4 861;-1 682;-36.2;-62.2;-363.2;-118.7;0.000;0.000;0.006;0.011
9.2.2017 5:00;-808;-1 213;-6 306;-1 540;-3.14;-0.43;-83.27;0.00;-8.62;-3.32;-49.28;-1.41;0.00;0.00;0.00;0.35;3389;5010;1019;59;19.7;135;809;438;9130;37.2;152.1;1204;353;0.33;0.09;0.35;0.36;-409;-905;-5 061;-1 741;-37.3;-65.1;-378.2;-122.9;0.000;0.003;0.006;0.012
9.2.2017 6:00;-872;-1 286;-7 027;-1 790;-3.18;-0.59;-51.18;0.00;-8.70;-3.21;-45.17;-1.56;0.00;0.00;0.00;0.30;3966;5895;1372;82;19.9;139;773;392;9129;38.9;154.8;1228;366;0.33;0.05;0.30;0.29;-423;-954;-5 470;-1 875;-38.6;-68.6;-409.1;-132.5;0.000;0.000;0.009;0.013
9.2.2017 7:00;-910;-1 371;-7 704;-2 043;-3.24;-0.72;-66.17;0.00;-11.20;-5.57;-38.84;-0.98;0.00;0.00;0.00;0.41;4577;6582;1492;106;29.2;150;741;329;9127;39.4;157.5;1261;386;0.34;0.03;0.26;0.26;-421;-972;-5 722;-1 960;-38.5;-69.8;-428.6;-138.8;0.000;0.001;0.010;0.012
9.2.2017 8:00;-920;-1 397;-7 933;-2 126;-3.20;-0.61;-79.80;0.00;-10.64;-11.52;-39.10;-1.05;0.00;0.00;0.77;0.32;4553;6561;1524;129;28.5;139;784;278;9127;38.7;156.7;1297;387;0.32;0.00;0.25;0.27;-409;-951;-5 589;-1 933;-37.4;-68.4;-419.2;-137.0;0.000;0.007;0.106;0.017
9.2.2017 9:00;-944;-1 400;-8 006;-2 137;-3.39;-0.61;-80.18;0.00;-10.23;-11.90;-38.08;-1.17;0.00;0.00;16.69;0.36;4366;6524;1530;133;35.4;126;785;214;9133;38.5;158.6;1292;388;0.28;0.00;14.10;0.30;-405;-934;-5 508;-1 924;-36.9;-67.2;-413.7;-136.5;0.001;0.062;0.569;0.040
9.2.2017 10:00;-948;-1 392;-8 000;-2 169;-3.29;-0.70;-54.23;0.00;-17.22;-10.13;-41.38;-1.64;0.00;0.00;12.33;0.23;4326;6546;1544;125;26.8;101;785;155;9128;39.1;159.2;1286;389;0.23;0.00;0.27;0.31;-396;-906;-5 435;-1 900;-36.1;-65.1;-408.7;-134.9;0.001;0.111;1.144;0.102
9.2.2017 11:00;-941;-1 375;-8 011;-2 141;-3.11;-0.69;-73.05;0.00;-19.39;-4.17;-38.13;-1.14;0.00;0.00;16.36;0.37;4414;6464;1541;122;25.7;106;752;122;9126;39.5;151.0;1286;392;0.34;0.00;0.57;0.37;-391;-873;-5 362;-1 880;-35.6;-62.7;-403.5;-133.7;0.002;0.192;1.477;0.172
9.2.2017 12:00;-958;-1 363;-7 927;-2 105;-3.35;-0.51;-97.19;-0.03;-21.25;-5.82;-41.13;-1.33;0.00;0.00;12.90;0.16;4431;6378;1537;105;25.4;125;719;100;9127;37.9;154.6;1291;387;0.33;0.01;0.29;0.37;-385;-848;-5 310;-1 861;-35.0;-60.7;-399.9;-132.3;0.002;0.238;1.424;0.155
9.2.2017 13:00;-963;-1 368;-7 917;-2 129;-3.29;-0.71;-101.65;-0.06;-18.49;-6.05;-41.11;-1.61;0.00;0.00;0.00;0.21;4042;6390;1535;103;27.4;179;774;94;9126;38.6;156.4;1296;385;0.32;0.01;0.28;0.42;-378;-826;-5 245;-1 841;-34.3;-59.2;-395.2;-131.0;0.000;0.236;0.959;0.079
9.2.2017 14:00;-950;-1 374;-7 838;-2 123;-3.25;-0.70;-103.23;-0.04;-16.15;-6.30;-37.57;-1.44;0.00;0.00;12.82;0.10;4339;6351;1532;99;35.9;250;783;105;9126;39.6;157.8;1284;388;0.33;0.00;0.30;0.39;-381;-825;-5 258;-1 851;-34.6;-59.1;-396.1;-131.7;0.000;0.131;0.499;0.058
9.2.2017 15:00;-926;-1 365;-7 726;-2 088;-3.25;-0.47;-73.41;0.00;-19.06;-5.48;-34.33;-1.66;0.00;0.00;12.28;0.15;4331;6297;1579;113;61.9;285;756;110;9127;39.6;157.6;1297;388;0.32;0.01;0.27;0.34;-393;-850;-5 371;-1 884;-35.8;-60.9;-404.5;-134.0;0.000;0.017;0.168;0.033
9.2.2017 16:00;-905;-1 316;-7 515;-1 957;-3.26;-0.66;-89.23;0.00;-9.70;-6.04;-34.06;-1.69;0.00;0.00;17.28;0.22;4256;6206;1499;116;77.1;344;732;119;9125;39.8;158.9;1307;385;0.33;0.00;0.27;0.32;-427;-926;-5 723;-1 996;-38.9;-66.3;-431.1;-141.9;0.000;0.003;0.029;0.015
9.2.2017 17:00;-885;-1 281;-7 376;-1 915;-3.32;-0.70;-83.66;0.00;-11.85;-5.65;-33.60;-1.14;0.00;0.00;12.02;0.23;4340;6271;1468;127;73.4;377;736;135;9127;39.6;160.2;1320;380;0.33;0.00;0.29;0.32;-434;-978;-6 225;-2 196;-39.6;-69.9;-469.2;-156.2;0.000;0.000;0.010;0.011
9.2.2017 18:00;-879;-1 263;-7 159;-1 824;-3.30;-0.52;-87.65;0.00;-11.27;-4.36;-41.91;-1.73;0.00;0.00;18.46;0.33;4263;6348;1570;127;71.0;398;692;135;9127;40.0;155.9;1302;382;0.33;0.01;0.30;0.29;-425;-967;-6 297;-2 221;-38.9;-69.3;-474.3;-158.1;0.000;0.003;0.010;0.012
9.2.2017 19:00;-877;-1 277;-6 892;-1 775;-3.34;-0.63;-106.56;0.00;-14.78;-4.37;-47.48;-1.63;0.00;0.00;19.18;0.50;4258;6322;1522;115;61.3;378;611;147;9128;40.1;152.4;1294;378;0.33;0.00;0.29;0.38;-415;-947;-6 188;-2 176;-38.1;-67.9;-465.8;-154.8;0.000;0.010;0.009;0.011
9.2.2017 20:00;-875;-1 245;-6 702;-1 654;-3.30;-0.74;-98.56;0.00;-11.86;-4.35;-50.64;-1.41;0.00;0.00;19.18;0.37;3916;6134;1364;90;56.0;307;578;162;9129;39.1;151.6;1278;366;0.32;0.00;0.28;0.38;-407;-923;-5 963;-2 094;-37.3;-66.2;-448.5;-148.8;0.000;0.002;0.010;0.011
9.2.2017 21:00;-892;-1 221;-6 445;-1 628;-3.34;-0.57;-88.62;0.00;-14.55;-4.96;-51.84;-1.94;0.00;0.00;19.18;0.40;3660;5813;1151;85;56.3;225;558;153;9129;38.3;151.6;1259;362;0.33;0.01;0.29;0.42;-392;-894;-5 652;-1 987;-35.9;-64.2;-424.6;-141.1;0.000;0.005;0.009;0.012
9.2.2017 22:00;-871;-1 231;-6 110;-1 561;-3.37;-0.58;-99.86;0.00;-13.14;-4.25;-50.32;-1.32;0.00;0.00;19.18;0.27;3022;5215;929;72;57.6;170;502;149;9131;39.5;149.4;1258;362;0.32;0.00;0.39;0.38;-374;-853;-5 255;-1 856;-34.3;-61.4;-394.2;-131.5;0.000;0.006;0.007;0.009
9.2.2017 23:00;-851;-1 228;-5 988;-1 487;-3.22;-0.44;-88.34;0.00;-15.13;-4.50;-46.18;-1.88;0.00;0.00;19.18;0.39;2429;4504;859;51;64.2;109;433;154;9130;48.5;150.3;1224;360;0.34;0.01;0.39;0.40;-354;-811;-4 850;-1 726;-32.6;-58.5;-363.4;-122.1;0.000;0.007;0.007;0.011
10.2.2017 0:00;-831;-1 215;-5 871;-1 444;-3.27;-0.68;-52.80;0.00;-17.62;-4.05;-43.36;-1.13;0.00;0.00;19.17;0.48;1907;4013;847;50;72.2;72;398;175;9128;40.4;149.3;1194;355;0.33;0.01;0.39;0.37;-344;-789;-4 613;-1 650;-31.7;-56.9;-345.3;-116.6;0.000;0.007;0.007;0.008
10.2.2017 1:00;-829;-1 212;-5 843;-1 411;-3.35;-0.71;-50.07;0.00;-17.92;-4.14;-43.88;-1.14;0.00;0.00;19.18;0.30;1672;3914;849;48;66.4;44;402;190;9126;39.0;150.6;1165;350;0.34;0.00;0.39;0.41;-339;-779;-4 510;-1 614;-31.2;-56.2;-337.4;-113.9;0.000;0.003;0.006;0.009
10.2.2017 2:00;-811;-1 214;-5 825;-1 396;-2.95;-0.41;-78.49;0.00;-22.83;-3.81;-44.20;-1.30;0.00;0.00;19.18;0.45;1676;3834;894;48;70.8;38;426;210;9129;41.2;150.9;1095;351;0.34;0.02;0.37;0.39;-337;-779;-4 477;-1 599;-31.2;-56.2;-334.8;-112.9;0.000;0.005;0.006;0.012
10.2.2017 3:00;-829;-1 218;-5 855;-1 404;-3.15;-0.71;-99.71;0.00;-24.05;-4.52;-46.07;-1.71;0.00;0.00;19.18;0.20;1685;3816;903;47;74.2;29;421;228;9129;39.9;152.2;1070;349;0.34;0.02;0.38;0.40;-343;-788;-4 488;-1 600;-31.7;-56.9;-335.6;-112.9;0.000;0.005;0.006;0.010
10.2.2017 4:00;-853;-1 235;-5 953;-1 432;-3.17;-0.49;-104.70;0.00;-19.48;-4.53;-49.57;-1.50;0.00;0.00;19.18;0.29;1744;4025;927;49;92.5;23;414;276;9126;40.0;149.6;1076;347;0.32;0.02;0.37;0.37;-351;-811;-4 551;-1 611;-32.4;-58.5;-340.3;-113.7;0.000;0.000;0.006;0.009
10.2.2017 5:00;-881;-1 270;-6 201;-1 538;-3.13;-0.58;-80.46;0.00;-20.03;-4.04;-49.42;-1.31;0.00;0.00;19.18;0.40;2435;4326;922;55;108.1;16;426;349;9126;40.0;153.5;1138;346;0.01;0.01;0.31;0.34;-365;-846;-4 738;-1 667;-33.6;-61.0;-354.4;-117.7;0.000;0.001;0.006;0.012
10.2.2017 6:00;-926;-1 368;-7 006;-1 770;-3.21;-0.63;-89.29;0.00;-23.06;-3.62;-48.44;-1.23;0.00;0.00;19.18;0.30;3340;5400;1053;80;115.2;9;445;374;9126;39.9;158.8;1220;349;0.26;0.01;0.28;0.27;-379;-889;-5 135;-1 793;-34.8;-64.0;-384.5;-126.7;0.000;0.000;0.007;0.011
10.2.2017 7:00;-946;-1 450;-7 639;-2 033;-2.87;-0.62;-102.19;0.00;-25.29;-4.18;-47.64;-1.11;0.00;0.00;19.17;0.33;4069;6320;1419;106;136.7;7;445;380;9126;39.5;162.8;1221;365;0.33;0.01;0.25;0.28;-378;-905;-5 396;-1 884;-34.7;-65.2;-404.5;-133.5;0.000;0.000;0.010;0.011
10.2.2017 8:00;-963;-1 447;-7 918;-2 120;-2.92;-0.65;-94.75;0.00;-28.75;-4.71;-52.59;-1.13;0.00;0.00;19.17;0.39;4214;6484;1447;121;159.2;6;428;426;9124;38.9;161.9;1198;379;0.32;0.01;0.27;29.88;-368;-891;-5 309;-1 860;-33.9;-64.2;-398.5;-132.0;0.000;0.003;0.072;0.013
10.2.2017 9:00;-984;-1 465;-7 932;-2 124;-2.90;-0.56;-82.81;0.00;-29.34;-5.46;-50.21;-0.84;0.00;0.00;6.85;0.56;4239;6477;1474;122;176.6;5;405;458;9124;38.5;161.0;1206;373;0.33;0.00;0.29;23.18;-366;-888;-5 297;-1 857;-33.6;-63.9;-398.2;-132.0;0.001;0.025;0.362;0.023
10.2.2017 10:00;-1 010;-1 416;-7 882;-2 143;-3.06;-0.65;-91.81;0.00;-29.19;-4.06;-49.36;-1.71;0.00;0.00;0.24;0.49;4190;6440;1591;109;172.4;6;396;569;9127;38.8;152.5;1222;373;0.32;0.01;0.24;1.23;-361;-874;-5 268;-1 857;-33.2;-62.9;-396.6;-132.0;0.000;0.054;0.634;0.067
10.2.2017 11:00;-992;-1 414;-7 794;-2 134;-3.27;-0.67;-91.44;0.00;-29.03;-5.06;-50.04;-1.45;0.00;0.00;6.07;0.22;4231;6390;1604;99;168.1;7;427;592;9125;38.7;147.9;1232;363;0.33;0.00;0.30;29.20;-354;-855;-5 219;-1 849;-32.6;-61.4;-393.2;-131.6;0.001;0.083;0.728;0.140
10.2.2017 12:00;-974;-1 414;-7 662;-2 056;-3.24;-0.47;-72.13;0.00;-24.84;-5.46;-55.60;-1.11;0.00;0.00;0.00;0.39;4114;6299;1454;102;171.8;5;472;608;9124;38.8;151.2;1233;356;0.32;0.00;0.27;0.34;-349;-839;-5 194;-1 820;-32.1;-60.2;-391.3;-129.6;0.001;0.089;0.862;0.238
10.2.2017 13:00;-956;-1 392;-7 415;-2 018;-3.19;-0.76;-57.93;0.00;-28.35;-5.12;-55.79;-1.50;0.00;0.00;0.00;0.38;3748;6083;1166;101;141.7;9;528;619;9124;40.4;151.1;1243;349;0.32;0.01;0.28;0.38;-345;-826;-5 125;-1 782;-31.7;-59.2;-386.1;-126.9;0.000;0.064;0.836;0.350
10.2.2017 14:00;-950;-1 402;-7 229;-1 921;-3.03;-0.65;-56.86;0.00;-28.52;-5.66;-54.54;-1.53;0.00;0.00;0.00;0.36;3718;5963;1026;99;149.5;17;575;651;9127;44.6;152.6;1254;344;0.35;0.00;0.29;0.38;-347;-829;-5 130;-1 768;-32.0;-59.4;-386.3;-125.9;0.000;0.028;0.718;0.410
10.2.2017 15:00;-935;-1 375;-7 087;-1 833;-2.94;-0.51;-59.69;0.00;-28.01;-5.45;-54.45;-1.78;0.00;0.00;0.00;0.57;3610;5852;1005;99;137.2;21;605;728;9128;39.5;154.9;1279;339;0.40;0.01;0.30;0.34;-360;-852;-5 217;-1 775;-33.1;-61.0;-392.9;-126.5;0.000;0.005;0.267;0.319
10.2.2017 16:00;-899;-1 321;-6 843;-1 725;-2.88;-0.50;-97.11;0.00;-28.73;-4.89;-48.19;-1.48;0.00;0.00;0.00;0.51;3566;5811;999;97;119.9;36;657;846;9128;39.1;158.7;1286;338;0.41;0.00;0.27;0.33;-390;-924;-5 545;-1 859;-35.8;-66.2;-417.6;-132.4;0.000;0.000;0.042;0.047
10.2.2017 17:00;-901;-1 297;-6 698;-1 668;-3.10;-0.64;-99.42;0.00;-28.48;-4.39;-44.78;-1.44;0.00;0.00;0.00;0.51;3845;6148;1086;98;106.8;35;703;937;9127;43.3;162.1;1304;345;0.41;0.00;0.28;0.33;-401;-980;-6 087;-2 080;-36.8;-70.1;-458.7;-148.1;0.000;0.004;0.013;0.013
10.2.2017 18:00;-867;-1 298;-6 464;-1 611;-3.04;-0.56;-101.57;0.00;-22.99;-4.87;-43.98;-1.61;0.00;0.00;0.00;0.62;3812;6245;1113;99;87.3;88;805;1016;9128;39.1;161.1;1298;352;0.42;0.00;0.28;0.31;-393;-973;-6 168;-2 131;-36.1;-69.7;-464.6;-151.7;0.000;0.004;0.013;0.012
10.2.2017 19:00;-876;-1 326;-6 293;-1 496;-3.11;-0.64;-100.05;0.00;-28.65;-5.04;-44.10;-1.68;0.00;0.00;0.00;0.66;3556;6079;984;82;72.0;148;829;1066;9128;38.4;159.5;1272;351;0.41;0.00;0.31;0.36;-385;-950;-5 983;-2 062;-35.4;-68.1;-450.4;-146.7;0.000;0.008;0.013;0.010
10.2.2017 20:00;-870;-1 281;-6 102;-1 424;-3.13;-0.56;-73.70;0.00;-22.59;-5.56;-44.79;-1.35;0.00;0.00;0.00;0.82;3181;5647;905;82;51.9;221;828;1067;9130;39.1;158.7;1243;345;0.41;0.01;0.30;0.39;-372;-923;-5 697;-1 964;-34.3;-66.2;-428.7;-139.7;0.000;0.011;0.011;0.013
10.2.2017 21:00;-867;-1 232;-5 903;-1 382;-3.29;-0.70;-90.84;0.00;-28.39;-5.11;-46.19;-1.71;0.00;0.00;0.00;0.56;2595;5176;884;81;30.5;309;782;1044;9131;38.7;157.2;1198;344;0.41;0.02;0.32;0.40;-362;-895;-5 437;-1 878;-33.4;-64.2;-408.9;-133.4;0.000;0.006;0.010;0.012
10.2.2017 22:00;-844;-1 195;-5 740;-1 332;-3.24;-0.61;-97.95;0.00;-28.58;-4.64;-45.11;-1.22;0.00;0.00;0.00;0.71;1898;4761;846;71;22.0;313;788;1040;9132;39.2;154.1;1144;338;0.42;0.01;0.36;0.36;-351;-869;-5 175;-1 792;-32.3;-62.3;-388.7;-127.1;0.000;0.005;0.009;0.012
10.2.2017 23:00;-838;-1 157;-5 550;-1 308;-3.23;-0.51;-105.31;0.00;-28.59;-4.24;-44.51;-1.61;0.00;0.00;0.00;0.65;1494;4274;805;56;32.2;361;783;1009;9131;39.1;148.8;1105;333;0.41;0.02;0.39;0.39;-339;-836;-4 879;-1 703;-31.3;-60.0;-366.2;-120.6;0.000;0.009;0.008;0.009
11.2.2017 0:00;-810;-1 150;-5 426;-1 278;-3.32;-0.53;-85.29;0.00;-28.48;-3.99;-44.75;-1.15;0.00;0.00;0.00;0.58;1223;3524;769;48;43.8;436;749;997;9132;38.3;149.3;1088;323;0.40;0.02;0.37;0.33;-331;-809;-4 671;-1 639;-30.6;-58.0;-350.2;-115.8;0.000;0.005;0.007;0.012
11.2.2017 1:00;-810;-1 130;-5 425;-1 268;-3.29;-0.67;-102.79;0.00;-28.54;-3.52;-42.43;-1.12;0.00;0.00;0.00;0.51;1206;3253;751;47;61.0;477;742;991;9132;42.1;150.0;1094;312;0.42;0.02;0.38;0.39;-329;-791;-4 572;-1 608;-30.3;-56.7;-342.5;-113.6;0.000;0.003;0.007;0.009
11.2.2017 2:00;-802;-1 131;-5 357;-1 258;-3.35;-0.57;-89.76;0.00;-22.25;-3.03;-49.66;-1.48;0.00;0.00;0.00;0.52;1179;3197;746;47;61.6;525;723;963;9132;38.0;148.6;1092;312;0.41;0.03;0.40;0.37;-329;-782;-4 542;-1 601;-30.4;-56.1;-339.8;-113.0;0.000;0.009;0.006;0.010
11.2.2017 3:00;-795;-1 143;-5 308;-1 255;-3.39;-0.66;-96.29;0.00;-22.94;-2.99;-49.68;-1.70;0.00;0.00;0.00;0.55;1174;3186;744;46;70.4;525;714;973;9132;40.7;152.6;1097;312;0.41;0.06;0.38;0.35;-332;-779;-4 554;-1 612;-30.6;-55.9;-340.3;-113.7;0.000;0.007;0.007;0.013
11.2.2017 4:00;-799;-1 159;-5 293;-1 263;-3.35;-0.51;-92.96;0.00;-22.42;-4.03;-54.71;-1.33;0.00;0.00;0.00;0.82;1206;3247;759;45;60.2;537;745;1019;9128;43.7;152.3;1084;314;0.41;0.06;0.39;0.36;-336;-785;-4 589;-1 629;-31.0;-56.4;-342.7;-114.9;0.000;0.001;0.007;0.011
11.2.2017 5:00;-802;-1 146;-5 414;-1 292;-3.39;-0.62;-98.37;0.00;-22.55;-4.91;-56.13;-1.42;0.00;0.00;0.00;0.57;1229;3374;771;46;79.6;569;726;1036;9127;41.1;150.7;1096;313;0.42;0.10;0.34;0.32;-344;-799;-4 668;-1 660;-31.7;-57.3;-348.5;-117.1;0.000;0.001;0.007;0.012
11.2.2017 6:00;-823;-1 184;-5 658;-1 357;-3.38;-0.58;-96.10;0.00;-22.55;-5.45;-54.45;-1.01;0.00;0.00;0.00;0.63;1299;3663;798;49;56.5;648;711;1042;9128;41.8;153.7;1177;314;0.41;0.09;0.31;0.25;-353;-816;-4 796;-1 710;-32.5;-58.6;-357.9;-120.7;0.000;0.005;0.007;0.011
11.2.2017 7:00;-825;-1 219;-5 838;-1 408;-3.44;-0.75;-76.69;0.00;-22.53;-5.50;-51.08;-1.08;0.00;0.00;0.00;0.54;1511;4262;834;49;45.2;655;644;1050;9129;43.0;150.1;1211;314;0.42;0.12;0.30;0.28;-362;-833;-4 966;-1 762;-33.2;-59.8;-370.7;-124.4;0.000;0.003;0.012;0.016
11.2.2017 8:00;-834;-1 221;-5 924;-1 424;-3.34;-0.65;-64.80;0.00;-22.67;-5.10;-50.89;-1.04;0.00;0.00;0.00;0.64;2059;4885;827;65;30.0;685;573;1013;9127;40.3;149.7;1210;323;0.42;0.12;0.31;0.27;-373;-858;-5 238;-1 847;-34.2;-61.5;-391.5;-130.6;0.000;0.007;0.358;0.291
11.2.2017 9:00;-857;-1 224;-6 048;-1 470;-3.37;-0.59;-50.57;0.00;-22.77;-5.18;-50.71;-1.28;0.00;0.00;0.00;0.61;2419;5170;888;65;22.0;513;468;964;9126;36.5;149.1;1216;324;0.41;0.09;0.35;0.31;-384;-872;-5 470;-1 885;-35.2;-62.4;-409.5;-133.5;0.001;0.061;1.856;1.276
11.2.2017 10:00;-873;-1 231;-6 158;-1 480;-3.30;-0.59;-77.50;0.00;-22.64;-4.53;-50.05;-1.78;0.00;0.00;0.00;0.52;2488;5308;895;72;18.6;305;400;949;9126;36.9;148.9;1197;324;0.41;0.09;0.32;0.39;-384;-858;-5 530;-1 884;-35.2;-61.4;-414.5;-133.6;0.005;0.191;3.628;2.582
11.2.2017 11:00;-864;-1 222;-6 177;-1 486;-3.22;-0.80;-100.62;0.00;-22.35;-4.17;-54.62;-1.20;0.00;0.00;0.00;0.07;2563;5228;898;76;12.8;209;388;924;9128;37.6;146.9;1141;310;0.40;0.08;0.31;0.43;-375;-826;-5 493;-1 864;-34.3;-59.2;-412.3;-132.4;0.008;0.373;4.847;3.235
11.2.2017 12:00;-868;-1 206;-6 137;-1 474;-3.19;-0.58;-88.59;0.00;-22.24;-4.43;-54.02;-1.38;0.00;0.00;0.00;0.12;2531;5151;891;80;20.9;213;338;924;9128;37.9;149.2;1065;310;0.41;0.08;0.33;0.44;-364;-790;-5 421;-1 843;-33.4;-56.6;-407.1;-131.1;0.005;0.493;4.570;1.989
11.2.2017 13:00;-890;-1 196;-6 118;-1 471;-3.33;-0.57;-76.03;0.00;-22.39;-4.15;-55.58;-1.59;0.00;0.00;0.00;0.12;2496;5112;870;80;23.5;166;337;917;9128;37.7;149.8;1038;316;0.41;0.05;0.34;0.49;-357;-761;-5 318;-1 823;-32.7;-54.5;-399.5;-129.7;0.004;0.473;2.277;1.365
